Entity,Code,Year,Year,Low-carbon energy (terawatt-hours)
Algeria,DZA,2008,0.14999999513999995
Algeria,DZA,2009,0.15526316327
Algeria,DZA,2010,-0.42078948429000007
Algeria,DZA,2011,0.5632072427800003
Algeria,DZA,2012,0.05159016827999974
Algeria,DZA,2013,-0.7582184547599999
Algeria,DZA,2014,0.33263158383999997
Algeria,DZA,2015,-0.08421053889000008
Algeria,DZA,2016,0.3001369916800002
Algeria,DZA,2017,0.6393366878
Algeria,DZA,2018,0.39736843205000016
Argentina,ARG,1966,0.04652000000000056
Argentina,ARG,1967,0.06977999999999929
Argentina,ARG,1968,0.5931300000000008
Argentina,ARG,1969,-0.40705000000000036
Argentina,ARG,1970,0.6251978758299992
Argentina,ARG,1971,0.02937478651000003
Argentina,ARG,1972,-0.06654226614999903
Argentina,ARG,1973,3.8441286442100004
Argentina,ARG,1974,7.992507985549999
Argentina,ARG,1975,3.769266241170003
Argentina,ARG,1976,-0.3729506539200038
Argentina,ARG,1977,0.10265135764000277
Argentina,ARG,1978,8.43249092404
Argentina,ARG,1979,7.104143957639998
Argentina,ARG,1980,10.762638961250005
Argentina,ARG,1981,-0.03033965783000525
Argentina,ARG,1982,5.510233070430004
Argentina,ARG,1983,5.947213468560001
Argentina,ARG,1984,6.896202127870019
Argentina,ARG,1985,5.7724521567199645
Argentina,ARG,1986,0.7856176531700072
Argentina,ARG,1987,4.109416585120016
Argentina,ARG,1988,-18.20495782593001
Argentina,ARG,1989,-8.775631422399996
Argentina,ARG,1990,18.82701361302999
Argentina,ARG,1991,-3.2465575775199866
Argentina,ARG,1992,7.65851999481
Argentina,ARG,1993,11.708754080159991
Argentina,ARG,1994,12.934996752490008
Argentina,ARG,1995,-1.814487490830004
Argentina,ARG,1996,-4.932078300369994
Argentina,ARG,1997,20.231047188939996
Argentina,ARG,1998,-2.84259881989
Argentina,ARG,1999,-15.926386477829993
Argentina,ARG,2000,17.36950419227
Argentina,ARG,2001,22.888512225629995
Argentina,ARG,2002,-3.707035471880019
Argentina,ARG,2003,-1.2444956898399937
Argentina,ARG,2004,-9.165032955550004
Argentina,ARG,2005,8.179557997330022
Argentina,ARG,2006,14.785338219130026
Argentina,ARG,2007,-16.709815934870022
Argentina,ARG,2008,-0.7994192649200045
Argentina,ARG,2009,11.586927911210012
Argentina,ARG,2010,-2.4736093439700255
Argentina,ARG,2011,-4.032320454499995
Argentina,ARG,2012,-5.656720526450016
Argentina,ARG,2013,9.797164276849998
Argentina,ARG,2014,-1.3613651295299576
Argentina,ARG,2015,6.528200806530009
Argentina,ARG,2016,-7.188796436530026
Argentina,ARG,2017,4.153113623589974
Argentina,ARG,2018,4.466336888980038
Australia,AUS,1966,-0.9387189506300047
Australia,AUS,1967,0.7019594695000038
Australia,AUS,1968,0.8860873740000024
Australia,AUS,1969,1.9279484217499956
Australia,AUS,1970,3.859384215299997
Australia,AUS,1971,3.523041579870007
Australia,AUS,1972,0.1654515782499999
Australia,AUS,1973,2.0803284149799914
Australia,AUS,1974,4.418634211020006
Australia,AUS,1975,2.826003682140005
Australia,AUS,1976,-1.9445863113800073
Australia,AUS,1977,-1.7497594697899999
Australia,AUS,1978,2.9142084049700046
Australia,AUS,1979,-1.0955099935200039
Australia,AUS,1980,-2.13804683731
Australia,AUS,1981,1.1019631548800035
Australia,AUS,1982,-2.589499467880003
Australia,AUS,1983,-1.9254894792199977
Australia,AUS,1984,2.6639494711199987
Australia,AUS,1985,2.1830573679799983
Australia,AUS,1986,0.23496894958999803
Australia,AUS,1987,-1.0579021090399863
Australia,AUS,1988,2.583283163099992
Australia,AUS,1989,-0.004669991610001034
Australia,AUS,1990,1.1982394698700034
Australia,AUS,1991,2.261710522999998
Australia,AUS,1992,0.6451315679000018
Australia,AUS,1993,1.1842105381400003
Australia,AUS,1994,-0.5373684298400008
Australia,AUS,1995,-1.0124999962700016
Australia,AUS,1996,1.218289473569996
Australia,AUS,1997,0.10539474671000448
Australia,AUS,1998,-0.14486843209
Australia,AUS,1999,1.48947368492
Australia,AUS,2000,0.10039474221999711
Australia,AUS,2001,-0.7226315967900021
Australia,AUS,2002,1.8197368541500083
Australia,AUS,2003,1.8840789452699909
Australia,AUS,2004,1.842763172560005
Australia,AUS,2005,3.552499997709994
Australia,AUS,2006,1.0984210406700043
Australia,AUS,2007,-2.229999990550006
Australia,AUS,2008,-3.107631586969994
Australia,AUS,2009,2.75774218798
Australia,AUS,2010,5.245674342150011
Australia,AUS,2011,22.458679718539997
Australia,AUS,2012,-0.9648593992500025
Australia,AUS,2013,13.853157898730004
Australia,AUS,2014,-7.301810542850006
Australia,AUS,2015,6.823972373040007
Australia,AUS,2016,16.927598686850004
Australia,AUS,2017,-6.858073684589996
Australia,AUS,2018,26.126178947269977
Austria,AUT,1966,3.284210528250007
Austria,AUT,1967,0.9657894736100019
Austria,AUT,1968,1.2815789450200015
Austria,AUT,1969,-3.860526316190004
Austria,AUT,1970,12.030789477959999
Austria,AUT,1971,-11.762105263039999
Austria,AUT,1972,1.230263163330001
Austria,AUT,1973,5.056842102649995
Austria,AUT,1974,9.218421052050005
Austria,AUT,1975,2.850000000700007
Austria,AUT,1976,-8.498947372420005
Austria,AUT,1977,11.461052629829993
Austria,AUT,1978,0.05263158825999881
Austria,AUT,1979,8.305263155070008
Austria,AUT,1980,2.6660526286899966
Austria,AUT,1981,4.572105261070007
Austria,AUT,1982,0.12894736913999338
Austria,AUT,1983,-0.763157890209996
Austria,AUT,1984,-9.88614737232001
Austria,AUT,1985,10.330478953890008
Austria,AUT,1986,3.7270578892200064
Austria,AUT,1987,10.795734208019994
Austria,AUT,1988,0.15063421393000453
Austria,AUT,1989,-0.43202105212000674
Austria,AUT,1990,-9.303671057079995
Austria,AUT,1991,0.04670262588999208
Austria,AUT,1992,9.23245264705001
Austria,AUT,1993,4.973955255469988
Austria,AUT,1994,-3.0226631558700063
Austria,AUT,1995,5.282599999200002
Austria,AUT,1996,-8.197073696099991
Austria,AUT,1997,5.334505270699992
Austria,AUT,1998,3.19590263568999
Austria,AUT,1999,8.673480573440031
Austria,AUT,2000,2.854992771329975
Austria,AUT,2001,-2.9832532261499836
Austria,AUT,2002,-0.8969653549400078
Austria,AUT,2003,-17.504036229259995
Austria,AUT,2004,11.72657882291999
Austria,AUT,2005,2.948881086790024
Austria,AUT,2006,-0.5679490263800204
Austria,AUT,2007,6.601883950829986
Austria,AUT,2008,3.9360247871900356
Austria,AUT,2009,6.589651260969973
Austria,AUT,2010,-5.783328230340004
Austria,AUT,2011,-10.824824757329992
Austria,AUT,2012,27.225030042080007
Austria,AUT,2013,-2.1095754924599817
Austria,AUT,2014,-1.138013084560015
Austria,AUT,2015,-6.950141044429998
Austria,AUT,2016,9.283663026050007
Austria,AUT,2017,-0.02651726062001103
Austria,AUT,2018,-2.8539742275599735
Azerbaijan,AZE,1986,-1.33745
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,-0.2791199999999998
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,2.52561788987
Azerbaijan,AZE,1991,0.26657895231999973
Azerbaijan,AZE,1992,-0.03157895062999927
Azerbaijan,AZE,1993,1.7860526292900003
Azerbaijan,AZE,1994,-1.5684210440500008
Azerbaijan,AZE,1995,-0.7210526382099998
Azerbaijan,AZE,1996,-0.04999999837999969
Azerbaijan,AZE,1997,0.46052632167999885
Azerbaijan,AZE,1998,0.628947364570001
Azerbaijan,AZE,1999,-1.1710526352600001
Azerbaijan,AZE,2000,0.07368421426000049
Azerbaijan,AZE,2001,-0.6131578950700001
Azerbaijan,AZE,2002,1.8921052618399998
Azerbaijan,AZE,2003,1.1842105265100002
Azerbaijan,AZE,2004,0.7499999989599999
Azerbaijan,AZE,2005,0.6694736812499995
Azerbaijan,AZE,2006,-1.2931578893199998
Azerbaijan,AZE,2007,-0.4052631551699992
Azerbaijan,AZE,2008,-0.3473684220400015
Azerbaijan,AZE,2009,0.2065789449600004
Azerbaijan,AZE,2010,2.9902631621300015
Azerbaijan,AZE,2011,-2.0289473773600006
Azerbaijan,AZE,2012,-2.2494736812300005
Azerbaijan,AZE,2013,-0.6928947334900011
Azerbaijan,AZE,2014,-0.4363157901499992
Azerbaijan,AZE,2015,0.9097368394400007
Azerbaijan,AZE,2016,0.9659210554299991
Azerbaijan,AZE,2017,-0.5626315810399998
Azerbaijan,AZE,2018,0.20963157573000046
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0.46052631005
Bangladesh,BGD,1973,0.41052632330000005
Bangladesh,BGD,1974,-0.23157894415000002
Bangladesh,BGD,1975,0.50789473018
Bangladesh,BGD,1976,0.15263158501999996
Bangladesh,BGD,1977,-0.1500000067699998
Bangladesh,BGD,1978,0.1815789457699999
Bangladesh,BGD,1979,0.21315789640000005
Bangladesh,BGD,1980,-0.010526312999999954
Bangladesh,BGD,1981,0.11052630975999977
Bangladesh,BGD,1982,-0.2684210512799998
Bangladesh,BGD,1983,0.36578948142
Bangladesh,BGD,1984,0.6184210515699997
Bangladesh,BGD,1985,-0.4157894797999997
Bangladesh,BGD,1986,-0.7605263119600001
Bangladesh,BGD,1987,0.17631578927000002
Bangladesh,BGD,1988,0.41578946817000006
Bangladesh,BGD,1989,0.6447368457
Bangladesh,BGD,1990,-0.09473684025999995
Bangladesh,BGD,1991,-0.12105263439000025
Bangladesh,BGD,1992,-0.11052630976
Bangladesh,BGD,1993,-0.49473685055999983
Bangladesh,BGD,1994,0.6289473762000002
Bangladesh,BGD,1995,-1.2500000060200003
Bangladesh,BGD,1996,0.9657894736100001
Bangladesh,BGD,1997,-0.05263157662999984
Bangladesh,BGD,1998,0.38421052916999976
Bangladesh,BGD,1999,-0.08421052725999978
Bangladesh,BGD,2000,-0.22105263115000007
Bangladesh,BGD,2001,0.6421052674499999
Bangladesh,BGD,2002,-0.6418424294499996
Bangladesh,BGD,2003,0.002105588239999845
Bangladesh,BGD,2004,0.002631578249999933
Bangladesh,BGD,2005,0.003947361560000084
Bangladesh,BGD,2006,0.00947368170000007
Bangladesh,BGD,2007,0.009473693330000144
Bangladesh,BGD,2008,0.5486842104999994
Bangladesh,BGD,2009,-1.3681578985199998
Bangladesh,BGD,2010,0.8742105272499998
Bangladesh,BGD,2011,0.41605263180999996
Bangladesh,BGD,2012,-0.16184210308000058
Bangladesh,BGD,2013,-0.023477039059999427
Bangladesh,BGD,2014,-0.32348760101000007
Bangladesh,BGD,2015,0.9726132016600006
Bangladesh,BGD,2016,0.018384576070000325
Bangladesh,BGD,2017,0.4892293361299993
Bangladesh,BGD,2018,-0.28866525272
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,-0.005263156499999991
Belarus,BLR,1992,-0.0026315782500000023
Belarus,BLR,1993,0.005263156499999998
Belarus,BLR,1994,0
Belarus,BLR,1995,0.0026315782499999954
Belarus,BLR,1996,-0.010526312999999995
Belarus,BLR,1997,0.013157891250000005
Belarus,BLR,1998,0.01842105938
Belarus,BLR,1999,-0.023684215880000005
Belarus,BLR,2000,0.021052637630000003
Belarus,BLR,2001,0.007894734750000007
Belarus,BLR,2002,-0.0026315782500000162
Belarus,BLR,2003,-0.0026315782499999885
Belarus,BLR,2004,0.01581605568000001
Belarus,BLR,2005,0.007868148569999983
Belarus,BLR,2006,0.0026315782500000023
Belarus,BLR,2007,0.031578950630000005
Belarus,BLR,2008,0.060526311379999975
Belarus,BLR,2009,0.08684211714000004
Belarus,BLR,2010,0.06315788963000002
Belarus,BLR,2011,0.028947372380000058
Belarus,BLR,2012,0.08421051562999987
Belarus,BLR,2013,0.14578935364000006
Belarus,BLR,2014,-0.04578934525
Belarus,BLR,2015,0.11052632139000007
Belarus,BLR,2016,0.21578947464999976
Belarus,BLR,2017,0.9526315591000004
Belarus,BLR,2018,0.32073275639
Belgium,BEL,1966,0.08684210551000004
Belgium,BEL,1967,0.07105263601
Belgium,BEL,1968,-0.07105262438000015
Belgium,BEL,1969,-0.13947369376999985
Belgium,BEL,1970,0.1342105256399999
Belgium,BEL,1971,-0.44473684055
Belgium,BEL,1972,0.15000000677000008
Belgium,BEL,1973,0.4526315753
Belgium,BEL,1974,0.3499999886599999
Belgium,BEL,1975,17.24736843272
Belgium,BEL,1976,8.294736842070002
Belgium,BEL,1977,5.810526311160004
Belgium,BEL,1978,1.5421052615499988
Belgium,BEL,1979,-2.736842101060006
Belgium,BEL,1980,3.0815789448500013
Belgium,BEL,1981,1.0631578921200102
Belgium,BEL,1982,6.610526320129992
Belgium,BEL,1983,22.160526304770016
Belgium,BEL,1984,9.615789484099977
Belgium,BEL,1985,17.955263156420017
Belgium,BEL,1986,12.934210529599994
Belgium,BEL,1987,7.073684208429995
Belgium,BEL,1988,2.9078947454599984
Belgium,BEL,1989,-5.076315816589968
Belgium,BEL,1990,4.097368440099999
Belgium,BEL,1991,0.31578947140998537
Belgium,BEL,1992,1.7789473738300075
Belgium,BEL,1993,-4.313157903120015
Belgium,BEL,1994,-3.184210508229981
Belgium,BEL,1995,2.1052631466099854
Belgium,BEL,1996,4.92894736481
Belgium,BEL,1997,10.786842061209981
Belgium,BEL,1998,-2.8210526166899825
Belgium,BEL,1999,7.74473682499999
Belgium,BEL,2000,-1.752631556440008
Belgium,BEL,2001,-4.676315817919985
Belgium,BEL,2002,2.82631584296999
Belgium,BEL,2003,0.19210530528999925
Belgium,BEL,2004,0.6263157863200064
Belgium,BEL,2005,2.3473683921299937
Belgium,BEL,2006,-0.2736842426699866
Belgium,BEL,2007,5.568421100530003
Belgium,BEL,2008,-4.544736882160009
Belgium,BEL,2009,7.039473691180007
Belgium,BEL,2010,4.676315748139984
Belgium,BEL,2011,5.718421084040017
Belgium,BEL,2012,-15.415789458999996
Belgium,BEL,2013,9.3779473779
Belgium,BEL,2014,-22.102918413960012
Belgium,BEL,2015,-14.109194756139999
Belgium,BEL,2016,45.534165791080014
Belgium,BEL,2017,0.5226315800099997
Belgium,BEL,2018,-32.70656064466999
Brazil,BRA,1966,5.9196700000000035
Brazil,BRA,1967,3.174990000000008
Brazil,BRA,1968,3.361069999999998
Brazil,BRA,1969,5.303280000000001
Brazil,BRA,1970,25.242165004560007
Brazil,BRA,1971,9.254483542129975
Brazil,BRA,1972,19.90835505667002
Brazil,BRA,1973,19.061132107239985
Brazil,BRA,1974,20.58776688693004
Brazil,BRA,1975,17.605331028809985
Brazil,BRA,1976,27.955684640889984
Brazil,BRA,1977,28.472388793689987
Brazil,BRA,1978,24.95025943613004
Brazil,BRA,1979,37.57388244212996
Brazil,BRA,1980,32.51707590402003
Brazil,BRA,1981,5.06872276403999
Brazil,BRA,1982,28.08381992202004
Brazil,BRA,1983,29.339422366530016
Brazil,BRA,1984,43.758483970059956
Brazil,BRA,1985,36.14591240727003
Brazil,BRA,1986,2.457386389480007
Brazil,BRA,1987,11.530960280709905
Brazil,BRA,1988,33.95285910081009
Brazil,BRA,1989,18.111522487339926
Brazil,BRA,1990,7.581316205280132
Brazil,BRA,1991,27.41986864159992
Brazil,BRA,1992,17.915126805270006
Brazil,BRA,1993,27.525200749130022
Brazil,BRA,1994,20.150754262069995
Brazil,BRA,1995,36.498728519020005
Brazil,BRA,1996,34.03412929657998
Brazil,BRA,1997,38.350635220840104
Brazil,BRA,1998,33.47442630072999
Brazil,BRA,1999,8.186234943149884
Brazil,BRA,2000,34.07989666113019
Brazil,BRA,2001,-71.38172637514015
Brazil,BRA,2002,50.09168410139
Brazil,BRA,2003,54.51135809255993
Brazil,BRA,2004,36.880261891969894
Brazil,BRA,2005,42.24092282333038
Brazil,BRA,2006,43.605191568439636
Brazil,BRA,2007,72.2886472659402
Brazil,BRA,2008,-2.1144907491400318
Brazil,BRA,2009,62.08065137829021
Brazil,BRA,2010,62.40119513554964
Brazil,BRA,2011,72.0971565828902
Brazil,BRA,2012,-18.959348510420114
Brazil,BRA,2013,-47.98262902816964
Brazil,BRA,2014,-15.961718475980433
Brazil,BRA,2015,-5.3413630513898624
Brazil,BRA,2016,94.71341712598996
Brazil,BRA,2017,-0.7006671787901269
Brazil,BRA,2018,70.26989611892009
Bulgaria,BGR,1966,0.023260000000000502
Bulgaria,BGR,1967,0.03488999999999898
Bulgaria,BGR,1968,-1.8956899999999997
Bulgaria,BGR,1969,1.4072300000000006
Bulgaria,BGR,1970,0.8257300000000001
Bulgaria,BGR,1971,0.05815000000000037
Bulgaria,BGR,1972,-0.20934000000000097
Bulgaria,BGR,1973,1.2560400000000014
Bulgaria,BGR,1974,1.15137
Bulgaria,BGR,1975,5.256759999999999
Bulgaria,BGR,1976,7.72232
Bulgaria,BGR,1977,3.8611600000000017
Bulgaria,BGR,1978,-1.5467900000000014
Bulgaria,BGR,1979,1.7677600000000027
Bulgaria,BGR,1980,1.011809999999997
Bulgaria,BGR,1981,7.524610000000006
Bulgaria,BGR,1982,2.7795699999999925
Bulgaria,BGR,1983,4.942750000000004
Bulgaria,BGR,1984,0.8489900000000006
Bulgaria,BGR,1985,-1.6514600000000002
Bulgaria,BGR,1986,-2.5469700000000017
Bulgaria,BGR,1987,1.5118999999999971
Bulgaria,BGR,1988,9.618010000000005
Bulgaria,BGR,1989,-3.6169299999999964
Bulgaria,BGR,1990,-1.8693094732900093
Bulgaria,BGR,1991,-2.4157894731499994
Bulgaria,BGR,1992,-5.289473678099995
Bulgaria,BGR,1993,6.052631568309998
Bulgaria,BGR,1994,2.3368421140200013
Bulgaria,BGR,1995,7.294736839579997
Bulgaria,BGR,1996,3.752631573050003
Bulgaria,BGR,1997,-1.3052631608999974
Bulgaria,BGR,1998,-1.33947367815
Bulgaria,BGR,1999,-3.7605263194299994
Bulgaria,BGR,2000,6.010526316309999
Bulgaria,BGR,2001,1.1552631541299903
Bulgaria,BGR,2002,2.9631579119700078
Bulgaria,BGR,2003,-5.5447368497599925
Bulgaria,BGR,2004,-0.8552631638500117
Bulgaria,BGR,2005,7.92368420415
Bulgaria,BGR,2006,1.9894736919800025
Bulgaria,BGR,2007,-16.28157894748
Bulgaria,BGR,2008,3.0605263072200017
Bulgaria,BGR,2009,0.6500000022000023
Bulgaria,BGR,2010,5.428947371869995
Bulgaria,BGR,2011,-2.0736842076099933
Bulgaria,BGR,2012,2.2710526345099993
Bulgaria,BGR,2013,-0.03701314954000168
Bulgaria,BGR,2014,5.677652619130001
Bulgaria,BGR,2015,2.3416894747599954
Bulgaria,BGR,2016,-3.3232315856599968
Bulgaria,BGR,2017,-3.1732762962399974
Bulgaria,BGR,2018,6.777966465559992
Canada,CAN,1966,30.900399466260012
Canada,CAN,1967,11.277620001619994
Canada,CAN,1968,10.421647896230013
Canada,CAN,1969,30.307535793259945
Canada,CAN,1970,20.01462209990001
Canada,CAN,1971,12.285382633690006
Canada,CAN,1972,44.752240000000086
Canada,CAN,1973,39.72807999999992
Canada,CAN,1974,49.22979000000004
Canada,CAN,1975,-13.165160000000014
Canada,CAN,1976,33.16848631121002
Canada,CAN,1977,18.30459158235999
Canada,CAN,1978,64.92162947626991
Canada,CAN,1979,-10.406563681559874
Canada,CAN,1980,32.71306894385987
Canada,CAN,1981,9.08666421218004
Canada,CAN,1982,93.13923052107009
Canada,CAN,1983,48.37825473961004
Canada,CAN,1984,63.244187893449975
Canada,CAN,1985,66.05740105277994
Canada,CAN,1986,47.18850741433005
Canada,CAN,1987,31.61754422676006
Canada,CAN,1988,-7.873513779750056
Canada,CAN,1989,-51.624152779829956
Canada,CAN,1990,-3.014063550080209
Canada,CAN,1991,61.84635815496017
Canada,CAN,1992,10.847247350809994
Canada,CAN,1993,54.350917578929966
Canada,CAN,1994,53.57284957515003
Canada,CAN,1995,-6.0768190142898675
Canada,CAN,1996,41.80509681900003
Canada,CAN,1997,-40.62911741336006
Canada,CAN,1998,-73.55160288262005
Canada,CAN,1999,42.57178506548985
Canada,CAN,2000,29.347450450859697
Canada,CAN,2001,-54.072006918929674
Canada,CAN,2002,44.854256789949886
Canada,CAN,2003,-37.12487675192983
Canada,CAN,2004,48.102678121490044
Canada,CAN,2005,66.21166881597969
Canada,CAN,2006,-6.583488710049551
Canada,CAN,2007,28.635846896899693
Canada,CAN,2008,31.958083152270092
Canada,CAN,2009,-28.49043839086994
Canada,CAN,2010,-34.67604621618011
Canada,CAN,2011,76.40405987201007
Canada,CAN,2012,20.8948407781902
Canada,CAN,2013,72.18668313662988
Canada,CAN,2014,-5.698640698630243
Canada,CAN,2015,-5.655074078979851
Canada,CAN,2016,23.173524623279945
Canada,CAN,2017,24.991953846749993
Canada,CAN,2018,-16.83988187740988
Chile,CHL,1966,0.5466100000000012
Chile,CHL,1967,0.24422999999999817
Chile,CHL,1968,-1.8026499999999999
Chile,CHL,1969,1.1978899999999992
Chile,CHL,1970,0.7326900000000016
Chile,CHL,1971,0.41791421101999937
Chile,CHL,1972,2.1511257841199996
Chile,CHL,1973,0.22844053050000213
Chile,CHL,1974,1.905792108750001
Chile,CHL,1975,0.25738789124999784
Chile,CHL,1976,0.3137547331300006
Chile,CHL,1977,0.7162210593799969
Chile,CHL,1978,0.8895673607500036
Chile,CHL,1979,0.3102747463799993
Chile,CHL,1980,1.0756473607500006
Chile,CHL,1981,0.6760679028800034
Chile,CHL,1982,2.338902624379994
Chile,CHL,1983,1.4428821022700014
Chile,CHL,1984,1.0515389522499987
Chile,CHL,1985,4.541599480320006
Chile,CHL,1986,2.223684202749997
Chile,CHL,1987,2.5894736841699952
Chile,CHL,1988,-0.5499999938099975
Chile,CHL,1989,-5.318421062109994
Chile,CHL,1990,-2.5251894639300083
Chile,CHL,1991,11.221647370220005
Chile,CHL,1992,11.353936840830002
Chile,CHL,1993,1.2741342098599873
Chile,CHL,1994,-0.5153921143499929
Chile,CHL,1995,4.003334214660008
Chile,CHL,1996,-4.424397376110008
Chile,CHL,1997,5.459684229090001
Chile,CHL,1998,-9.441823687519992
Chile,CHL,1999,-5.450671060500007
Chile,CHL,2000,14.286842098999998
Chile,CHL,2001,7.668421055750002
Chile,CHL,2002,4.2236842077300025
Chile,CHL,2003,-1.7631578927000078
Chile,CHL,2004,-3.4201622626000017
Chile,CHL,2005,11.49253067858001
Chile,CHL,2006,6.001447589409992
Chile,CHL,2007,-12.134186760540004
Chile,CHL,2008,6.733444383260007
Chile,CHL,2009,2.0017593681200054
Chile,CHL,2010,-8.335558979430004
Chile,CHL,2011,-1.034121410680001
Chile,CHL,2012,3.714840678889999
Chile,CHL,2013,2.0886153831100103
Chile,CHL,2014,6.7907498940699895
Chile,CHL,2015,7.10572518407001
Chile,CHL,2016,-3.6697805346399974
Chile,CHL,2017,12.857859009729992
Chile,CHL,2018,7.65994871705
China,CHN,1966,1.0234400000000008
China,CHN,1967,-8.164259999999999
China,CHN,1968,9.176069999999996
China,CHN,1969,1.0234400000000008
China,CHN,1970,2.0468800000000016
China,CHN,1971,13.258200000000002
China,CHN,1972,10.199510000000004
China,CHN,1973,10.199510000000004
China,CHN,1974,12.758109999999988
China,CHN,1975,5.0939400000000035
China,CHN,1976,1.5351600000000047
China,CHN,1977,5.10557
China,CHN,1978,-7.652540000000002
China,CHN,1979,14.025779999999997
China,CHN,1980,25.434810000000013
China,CHN,1981,19.18950000000001
China,CHN,1982,23.42282
China,CHN,1983,31.587080000000014
China,CHN,1984,1.046699999999987
China,CHN,1985,14.665429999999986
China,CHN,1986,5.687070000000006
China,CHN,1987,14.40957000000003
China,CHN,1988,24.062469999999962
China,CHN,1989,24.31833000000006
China,CHN,1990,22.113180528249984
China,CHN,1991,-5.38934287225004
China,CHN,1992,16.235126378220002
China,CHN,1993,60.131940731639986
China,CHN,1994,76.98704045242005
China,CHN,1995,63.190778537309825
China,CHN,1996,-8.168965358439891
China,CHN,1997,24.69628842725001
China,CHN,1998,6.6062604826501
China,CHN,1999,-3.4218247129500696
China,CHN,2000,73.04741741301007
China,CHN,2001,147.1287193103401
China,CHN,2002,48.2263210825198
China,CHN,2003,37.08516511674986
China,CHN,2004,203.33661442228038
China,CHN,2005,130.42706001781994
